TreatmentId,Treatment,CadreId,Cadre,TimeByPatient
21457,A 1.5 Paludisme simple confirmé FE,7,INFIRMIER,0
21458,A 1.5 Paludisme simple confirmé traité selon PN-FE,7,INFIRMIER,0
21459,A 1.6 Pneumonie grave,7,INFIRMIER,0
21460,A 1.6 Pneumonie grave traité,7,INFIRMIER,0
21461,A 1.6 Pneumonie simple,7,INFIRMIER,0
21462,A 1.6 Pneumonie simple traitée selon PN,7,INFIRMIER,0
21463,A 1.7 Diarrhée déshydratation,7,INFIRMIER,0
21464,A 1.7 Diarrhée déshydratation sévère,7,INFIRMIER,0
21465,A 1.7 Diarrhée déshydratation sévère traitée,7,INFIRMIER,0
21466,A 1.7 Diarrhée déshydratation traitée selon PN,7,INFIRMIER,0
21467,A 1.7 Diarrhée simple,7,INFIRMIER,0
21468,A 1.7 Diarrhée simple traité selon PN,7,INFIRMIER,0
21469,A 1.8 Cas contacts parmi les nouveaux cas IST,7,INFIRMIER,0
21470,A 1.8 IST nouveaux cas,7,INFIRMIER,0
21471,A 1.8 Traités selon l’approche étiologique,7,INFIRMIER,0
21472,A 1.8 Traités selon l’approche syndromique,7,INFIRMIER,0
21473,A 1.9 Anciens cas SVS,7,INFIRMIER,0
21474,A 1.9 Anciens cas SVS contre-référés,7,INFIRMIER,0
21475,A 1.9 Fistules urogénitales post viol diagnost.,7,INFIRMIER,0
21476,A 1.9 Fistules urogénitales post viol diagnost. et référées,7,INFIRMIER,0
21477,A 1.9 Fistules urogénitales post viol diagnost. et traitées,7,INFIRMIER,0
21478,A 1.9 Nouveau cas SVS vu dans 72 heures,7,INFIRMIER,0
21479,A 1.9 Nouveaux cas SVS,7,INFIRMIER,0
21480,A 1.9 Nouveaux cas SVS féminins,7,INFIRMIER,0
21481,A 1.9 SVS ayant bénéficié PEC médicale après 72h,7,INFIRMIER,0
21482,A 1.9 SVS ayant recu la Contraception d'Urgence,7,INFIRMIER,0
21483,A 1.9 SVS ayant recu le kit PEP en deans 72 h,7,INFIRMIER,0
21484,A 1.9 SVS ayant recu une PEC médicale (Méd ou Inf),7,INFIRMIER,0
21485,A 1.9 SVS référés à la réinsertion socio-économique,7,INFIRMIER,0
21486,A 1.9 SVS référés juridique,7,INFIRMIER,0
21487,A 1.9 SVS référés psycho-social,7,INFIRMIER,0
21488,A 1.9 SVS référés vers HGR,7,INFIRMIER,0
21489,A 1.9 SVS testés pour le VIH,7,INFIRMIER,0
21490,A 1.9 SVS testés VIH+,7,INFIRMIER,0
21491,A 2.1 CPN 1,7,INFIRMIER,0
21492,A 2.1 CPN 1 à la 16ème semaine,7,INFIRMIER,0
21493,A 2.1 CPN 2,7,INFIRMIER,0
21494,A 2.1 CPN 3,7,INFIRMIER,0
21495,A 2.1 CPN 4,7,INFIRMIER,0
21496,A 2.1 CPN 4 à la 36ème semaine,7,INFIRMIER,0
21497,A 2.1 Femmes enc. à risque détectées,7,INFIRMIER,0
21498,A 2.1 Femmes enc. avec PB < 230mm,7,INFIRMIER,0
21499,A 2.1 Fer + acide folique 1ère dose,7,INFIRMIER,0
21500,A 2.1 Fer + acide folique 2ème dose,7,INFIRMIER,0
21501,A 2.1 Fer + acide folique 3ème dose,7,INFIRMIER,0
21502,A 2.1 MILD distribués a la CPN1,7,INFIRMIER,0
21503,A 2.1 MILD distribués a la CPN2+,7,INFIRMIER,0
21504,A 2.1 Sulfadox. + Pyrimét 1ère dose reçue,7,INFIRMIER,0
21505,A 2.1 Sulfadox. + Pyrimét 2ème dose reçue,7,INFIRMIER,0
21506,A 2.1 Sulfadox. + Pyrimét 3ème dose reçue,7,INFIRMIER,0
21507,A 2.1 Sulfadox. + Pyrimét 4ème dose reçue,7,INFIRMIER,0
21508,A 2.2 VAT 1,7,INFIRMIER,0
21509,A 2.2 VAT 2,7,INFIRMIER,0
21510,A 2.2 VAT 3,7,INFIRMIER,0
21511,A 2.2 VAT 4,7,INFIRMIER,0
21512,A 2.2 VAT 5,7,INFIRMIER,0
21513,A 2.3 Accouchées âgées de < 20 ans,7,INFIRMIER,0
21514,A 2.3 Accouchées référées l'HGR,7,INFIRMIER,0
21515,A 2.3 Accouchements,7,INFIRMIER,0
21516,A 2.3 Accouchements par personnel qualifié,7,INFIRMIER,0
21517,A 2.3 Complications obstétricales Post Partum,7,INFIRMIER,0
21518,A 2.3 Mort-nés frais,7,INFIRMIER,0
21519,A 2.3 Mort-nés macérés,7,INFIRMIER,0
21520,A 2.3 Naissances vivantes,7,INFIRMIER,0
21521,A 2.3 Naissances vivantes à terme < 2500 g,7,INFIRMIER,0
21522,A 2.3 Nouveaux nés allaités dans l’heure,7,INFIRMIER,0
21523,A 2.3 Nouveaux nés avec antibiotiques,7,INFIRMIER,0
21524,A 2.3 Nouveaux nés bénéficiant la réanimation,7,INFIRMIER,0
21525,A 2.3 Nouveaux nés méthode Kangourou,7,INFIRMIER,0
21526,A 2.3 Nouveaux nés prématurés,7,INFIRMIER,0
21527,A 2.3 Nouveaux nés prématurés sous corticoides requis,7,INFIRMIER,0
21528,A 2.3 Nouveaux nés soins essentiels,7,INFIRMIER,0
21529,A 2.4 Décès maternels,7,INFIRMIER,0
21530,A 2.4 Décès maternels revus,7,INFIRMIER,0
21531,A 2.4 Décès nouveaux nés ? 28 jours,7,INFIRMIER,0
21532,A 2.4 Décès nouveaux nés ? 7 jours,7,INFIRMIER,0
21533,A 2.5 Accouchements dans la communauté,7,INFIRMIER,0
21534,A 2.5 Décès maternels dans la communauté,7,INFIRMIER,0
21535,A 2.6 Accouchées avec complications Post-Partum,7,INFIRMIER,0
21536,A 2.6 Accouchées ayant reçu de la Vit A,7,INFIRMIER,0
21537,A 2.6 Accouchées ayant reçu du Fer Folate,7,INFIRMIER,0
21538,A 2.6 Accouchées conseillées sur la PF,7,INFIRMIER,0
21539,A 2.6 CPoN1 (6ème heure),7,INFIRMIER,0
21540,A 2.6 CPoN2 (6ème jour),7,INFIRMIER,0
21541,A 2.6 CPoN3 (42ème jour),7,INFIRMIER,0
21542,A 2.6 Fistules vésico vaginales nouveaux cas,7,INFIRMIER,0
21543,A 2.6 Fmes allaitantes avec PB<230mm a la CPON3,7,INFIRMIER,0
21544,A 3.1 Nouvelle acceptante en post partum,7,INFIRMIER,0
21545,A 3.1 Nouvelle acceptante moins de 20 ans,7,INFIRMIER,0
21546,A 3.1 Nouvelle acceptante PF (total),7,INFIRMIER,0
21547,A 3.1 Nouvelle acceptantes de soins apres avortement,7,INFIRMIER,0
21548,A 3.1 Renouvellement planification familiale (total),7,INFIRMIER,0
21549,A 3.2 Collier du cycle - nb de jours de Rupture,7,INFIRMIER,0
21550,A 3.2 Collier du cycle - quantité administrée ADBC (B),7,INFIRMIER,0
21551,A 3.2 Collier du cycle - quantité administrée CS (A),7,INFIRMIER,0
21552,A 3.2 Collier du cycle - quantité perdue,7,INFIRMIER,0
21553,A 3.2 Collier du cycle - stock disponible utilisable CS,7,INFIRMIER,0
21554,A 3.2 DIU placés 10 ans - nb de jours de Rupture,7,INFIRMIER,0
21555,A 3.2 DIU placés 10 ans - quantité administrée ADBC (B),7,INFIRMIER,0
21556,A 3.2 DIU placés 10 ans - quantité administrée CS (A),7,INFIRMIER,0
21557,A 3.2 DIU placés 10 ans - quantité perdue,7,INFIRMIER,0
21558,A 3.2 DIU placés 10 ans - stock disponible utilisable CS,7,INFIRMIER,0
21559,A 3.2 DIU placés 5 ans - nb de jours de Rupture,7,INFIRMIER,0
21560,A- 3.2 DIU placés 5 ans - quantité administrée ADBC (B),7,INFIRMIER,0
21561,A 3.2 DIU placés 5 ans - quantité administrée CS (A),7,INFIRMIER,0
21562,A 3.2 DIU placés 5 ans - quantité perdue,7,INFIRMIER,0
21563,A 3.2 DIU placés 5 ans - stock disponible utilisable CS,7,INFIRMIER,0
21564,A 3.2 Implanon - nb de jours de Rupture,7,INFIRMIER,0
21565,A 3.2 Implanon - quantité administrée ADBC (B),7,INFIRMIER,0
21566,A 3.2 Implanon - quantité administrée CS (A),7,INFIRMIER,0
21567,A 3.2 Implanon - quantité perdue,7,INFIRMIER,0
21568,A 3.2 Implanon - stock disponible utilisable CS,7,INFIRMIER,0
21569,A 3.2 Inj Dépoprovera - nb de jours de Rupture,7,INFIRMIER,0
21570,A 3.2 Inj Dépoprovera - quantité administrée ADBC,7,INFIRMIER,0
21571,A 3.2 Inj Dépoprovera - quantité administrée CS,7,INFIRMIER,0
21572,A 3.2 Inj Dépoprovera - quantité perdue,7,INFIRMIER,0
21573,A 3.2 Inj Dépoprovera - stock disponible utilisable CS,7,INFIRMIER,0
21574,A 3.2 inj Noristerat - nb de jours de Rupture,7,INFIRMIER,0
21575,A 3.2 inj Noristerat - quantité administrée ADBC,7,INFIRMIER,0
21576,A 3.2 inj Noristerat - quantité administrée CS (A),7,INFIRMIER,0
21577,A 3.2 inj Noristerat - quantité perdue,7,INFIRMIER,0
21578,A 3.2 inj Noristerat - stock disponible utilisable CS,7,INFIRMIER,0
21579,A 3.2 Inj. Sayana Press - nb de jours de Rupture,7,INFIRMIER,0
21580,A 3.2 Inj. Sayana Press - quantité administrée ADBC (B),7,INFIRMIER,0
21581,A 3.2 Inj. Sayana Press - quantité administrée CS (A),7,INFIRMIER,0
21582,A 3.2 Inj. Sayana Press - quantité perdue,7,INFIRMIER,0
21583,A 3.2 Inj. Sayana Press - stock disponible utilisable CS,7,INFIRMIER,0
21584,A 3.2 Jadelle - nb de jours de Rupture,7,INFIRMIER,0
21585,A 3.2 Jadelle- quantité administrée ADBC (B),7,INFIRMIER,0
21586,A 3.2 Jadelle - quantité administrée CS (A),7,INFIRMIER,0
21587,A 3.2 Jadelle - quantité perdue,7,INFIRMIER,0
21588,A 3.2 Jadelle - stock disponible utilisable CS,7,INFIRMIER,0
21589,A 3.2 MAMA - quantité administrée CS,7,INFIRMIER,0
21590,A 3.2 MAO - quantité administrée CS,7,INFIRMIER,0
21591,A 3.2 NXT - nb de jours de Rupture,7,INFIRMIER,0
21592,A 3.2 NXT - quantité administrée ADBC (B),7,INFIRMIER,0
21593,A 3.2 NXT - quantité administrée CS (A),7,INFIRMIER,0
21594,A 3.2 NXT - quantité perdue,7,INFIRMIER,0
21595,A 3.2 NXT - stock disponible utilisable CS,7,INFIRMIER,0
21596,A 3.2 Pilule d'urgence - nb de jours de Rupture,7,INFIRMIER,0
21597,A 3.2 Pilule d'urgence - quantité administrée ADBC (B),7,INFIRMIER,0
21598,A 3.2 Pilule d'urgence - quantité administrée CS (A),7,INFIRMIER,0
21599,A 3.2 Pilule d'urgence - quantité perdue,7,INFIRMIER,0
21600,A 3.2 Pilule d'urgence - stock disponible utilisable CS,7,INFIRMIER,0
21601,A 3.2 Plaquette pilule combinée (COC) - nb de jours de Rupture,7,INFIRMIER,0
21602,A 3.2 Plaquette pilule combinée (COC) - quantité administrée ADBC (B),7,INFIRMIER,0
21603,A 3.2 Plaquette pilule combinée (COC) - quantité administrée CS (A),7,INFIRMIER,0
21604,A 3.2 Plaquette pilule combinée (COC) - quantité perdue,7,INFIRMIER,0
21605,A 3.2 Plaquette pilule combinée (COC) - stock disponible utilisable CS,7,INFIRMIER,0
21606,A 3.2 Plaquette Pilule Orale Progestative - nb de jours de Rupture,7,INFIRMIER,0
21607,A 3.2 Plaquette Pilule Orale Progestative - quantité administrée ADBC (B),7,INFIRMIER,0
21608,A 3.2 Plaquette Pilule Orale Progestative - quantité administrée CS (A),7,INFIRMIER,0
21609,A 3.2 Plaquette Pilule Orale Progestative - quantité perdue,7,INFIRMIER,0
21610,A 3.2 Plaquette Pilule Orale Progestative - stock disponible utilisable CS,7,INFIRMIER,0
21611,A 3.2 Préservatif féminin - nb de jours de Rupture,7,INFIRMIER,0
21612,A 3.2 Préservatif féminin - quantité administrée ADBC (B),7,INFIRMIER,0
21613,A 3.2 Préservatif féminin - quantité administrée CS (A),7,INFIRMIER,0
21614,A 3.2 Préservatif féminin - quantité perdue,7,INFIRMIER,0
21615,A 3.2 Préservatif féminin - stock disponible utilisable CS,7,INFIRMIER,0
21616,A 3.2 Préservatif masculin - nb de jours de Rupture,7,INFIRMIER,0
21617,A 3.2 Préservatif masculin - quantité administrée ADBC (B),7,INFIRMIER,0
21618,A 3.2 Préservatif masculin - quantité administrée CS (A),7,INFIRMIER,0
21619,A 3.2 Préservatif masculin - quantité perdue,7,INFIRMIER,0
21620,A 3.2 Préservatif masculin - stock disponible utilisable CS,7,INFIRMIER,0
21621,A 3.2 Spermicide bombe - nb de jours de Rupture,7,INFIRMIER,0
21622,A 3.2 Spermicide bombe - quantité administrée ADBC (B),7,INFIRMIER,0
21623,A 3.2 Spermicide bombe - quantité administrée CS (A),7,INFIRMIER,0
21624,A 3.2 Spermicide bombe - quantité perdue,7,INFIRMIER,0
21625,A 3.2 Spermicide bombe - stock disponible utilisable CS,7,INFIRMIER,0
21626,A 3.2 Spermicide cés - nb de jours de Rupture,7,INFIRMIER,0
21627,A 3.2 Spermicide cés - quantité administrée ADBC (B),7,INFIRMIER,0
21628,A 3.2 Spermicide cés - quantité administrée CS (A),7,INFIRMIER,0
21629,A 3.2 Spermicide cés - quantité perdue,7,INFIRMIER,0
21630,A 3.2 Spermicide cés - stock disponible utilisable CS,7,INFIRMIER,0
21631,A 3.2 Sterilisation Fem (ligature) - quantité administrée CS,7,INFIRMIER,0
21632,A 3.2 Sterilisation masc. (Vasectomie) - quantité administrée CS,7,INFIRMIER,0
21633,A 4.1 Personnes supervisées,7,INFIRMIER,0
21634,A 4.1 Supervision de l'ECZS reçue,7,INFIRMIER,0
21635,A 4.1 Supervision de l'ECZS reçue avec rétro-information écrite reçue,7,INFIRMIER,0
21636,A 4.2 Médicaments totalement subventionnés,7,INFIRMIER,0
21637,A 4.2 Montant à payer au tiers,7,INFIRMIER,0
21638,A 4.2 Montant à recouvrer,7,INFIRMIER,0
21639,A 4.2 Montant des commandes en cours,7,INFIRMIER,0
21640,A 4.2 Montant du compte pharmacie,7,INFIRMIER,0
21641,A 4.2 Stock physique de médicaments,7,INFIRMIER,0
21642,A 4.2 Valeur du stock théorique,7,INFIRMIER,0
21643,A 4.2 Valeur méd. non subventionnés,7,INFIRMIER,0
21644,A 4.3 Centrifugeuse,7,INFIRMIER,0
21645,A 4.3 Electricité,7,INFIRMIER,0
21646,A 4.3 Frigo,7,INFIRMIER,0
21647,A 4.3 Glucomètre,7,INFIRMIER,0
21648,A 4.3 Microscope,7,INFIRMIER,0
21649,A 4.3 Spectrophotomètre,7,INFIRMIER,0
21650,A 4.4 Autres recettes,7,INFIRMIER,0
21651,A 4.4 Autres subsides,7,INFIRMIER,0
21652,A 4.4 Recettes paiement direct,7,INFIRMIER,0
21653,"A 4.4 Recettes tiers payant (FBR, Mutuelle et autres)",7,INFIRMIER,0
21654,A 4.4 Solde début de mois,7,INFIRMIER,0
21655,A 4.5 Achat fournitures diverses,7,INFIRMIER,0
21656,A 4.5 Autres dépenses,7,INFIRMIER,0
21657,"A 4.5 Charge sociale, impôts",7,INFIRMIER,0
21658,A 4.5 Frais bancaires,7,INFIRMIER,0
21659,A 4.5 Investissements,7,INFIRMIER,0
21660,A 4.5 Médicaments & consommables,7,INFIRMIER,0
21661,A 4.5 Paiements non stockables,7,INFIRMIER,0
21662,A 4.5 Prime locale,7,INFIRMIER,0
21663,A 4.5 Transport personnel,7,INFIRMIER,0
21664,A 4.6 Prime de l'Etat,7,INFIRMIER,0
21665,A 4.6 Salaire de l'Etat,7,INFIRMIER,0
21666,A 4.7 Accoucheur(se)/Sage-femme - abs justifie,7,INFIRMIER,0
21667,A 4.7 Accoucheur(se)/Sage-femme - agents,7,INFIRMIER,0
21668,A 4.7 Accoucheur(se)/Sage-femme - travail preste,7,INFIRMIER,0
21669,A 4.7 Accoucheur(se)/Sage-femme - travail prevu,7,INFIRMIER,0
21670,A 4.7 Autre personnel Agents,7,INFIRMIER,0
21671,A 4.7 Autre personnel Jours d'absences justifiées,7,INFIRMIER,0
21672,A 4.7 Autre personnel Jours de travail préstés,7,INFIRMIER,0
21673,A 4.7 Autre personnel Jours de travail prévus,7,INFIRMIER,0
21674,A 4.7 Infirmier A1 Agents,7,INFIRMIER,0
21675,A 4.7 Infirmier A1 Jours d'absences justifiées,7,INFIRMIER,0
21676,A 4.7 Infirmier A1 Jours de travail préstés,7,INFIRMIER,0
21677,A 4.7 Infirmier A1 Jours de travail prévus,7,INFIRMIER,0
21678,A 4.7 Infirmier A2 Agents,7,INFIRMIER,0
21679,A 4.7 Infirmier A2 Jours d'absences justifiées,7,INFIRMIER,0
21680,A 4.7 Infirmier A2 Jours de travail préstés,7,INFIRMIER,0
21681,A 4.7 Infirmier A2 Jours de travail prévus,7,INFIRMIER,0
21682,A 4.7 Infirmier L2 Agents,7,INFIRMIER,0
21683,A 4.7 Infirmier L2 Jours d'absences justifiées,7,INFIRMIER,0
21684,A 4.7 Infirmier L2 Jours de travail préstés,7,INFIRMIER,0
21685,A 4.7 Infirmier L2 Jours de travail prévus,7,INFIRMIER,0
21686,A 4.7 Médecin généraliste Agents,7,INFIRMIER,0
21687,A 4.7 Médecin généraliste Jours d'absences justifiées,7,INFIRMIER,0
21688,A 4.7 Médecin généraliste Jours de travail préstés,7,INFIRMIER,0
21689,A 4.7 Médecin généraliste Jours de travail prévus,7,INFIRMIER,0
21690,A 4.7 Nutritionnistes A2 /A1/ L2 Agents,7,INFIRMIER,0
21691,A 4.7 Nutritionnistes A2 /A1/ L2 Jours d'absences justifiées,7,INFIRMIER,0
21692,A 4.7 Nutritionnistes A2 /A1/ L2 Jours de travail préstés,7,INFIRMIER,0
21693,A 4.7 Nutritionnistes A2 /A1/ L2 Jours de travail prévus,7,INFIRMIER,0
21694,A 4.7 Technicien de labo A2/ A1/ L2 - abs justifie,7,INFIRMIER,0
21695,A 4.7 Technicien de labo A2/A1/L2 - agents,7,INFIRMIER,0
21696,A 4.7 Technicien de labo A2/A1/L2 - travail preste,7,INFIRMIER,0
21697,A 4.7 Technicien de labo A2/A1/L2 - travail prevu,7,INFIRMIER,0
21698,A 5.1 Bandelette urinaire: albumine positif,7,INFIRMIER,0
21699,A 5.1 Bandelette urinaire: sucre positif,7,INFIRMIER,0
21700,A 5.1 Chimie urine realise,7,INFIRMIER,0
21701,A 5.1 Dosage de l'Albumine positif,7,INFIRMIER,0
21702,A 5.1 Dosage du sucre positif,7,INFIRMIER,0
21703,A 5.1 Examen direct autre positif,7,INFIRMIER,0
21704,A 5.1 Examen direct culot urinaire réalisé,7,INFIRMIER,0
21705,A 5.1 Examen direct schisto-haem positif,7,INFIRMIER,0
21706,A 5.1 Examen direct trichomonas positif,7,INFIRMIER,0
21707,A 5.1 Hemoglobine positif 6-8grr%,7,INFIRMIER,0
21708,A 5.1 Hemoglobine positif (< 6gr%),7,INFIRMIER,0
21709,A 5.1 Hemoglobine réalisé,7,INFIRMIER,0
21710,A 5.2 Examen direct Amibe positif,7,INFIRMIER,0
21711,A 5.2 Examen direct Ankylostome positif,7,INFIRMIER,0
21712,A 5.2 Examen direct Ascaris positif,7,INFIRMIER,0
21713,A 5.2 Examen direct Autre positif,7,INFIRMIER,0
21714,A 5.2 Examen direct Oxyure positif,7,INFIRMIER,0
21715,A 5.2 Examen direct Schisto-mansoni positif,7,INFIRMIER,0
21716,A 5.2 Examen direct selles réalisé,7,INFIRMIER,0
21717,A 5.2 Examen suc ganglionnaire réalisé,7,INFIRMIER,0
21718,A 5.2 Examen suc Trypanosomes positif,7,INFIRMIER,0
21719,B 10.1 Sites de Soins Communautaires ayant rapportés,7,INFIRMIER,0
21720,B 10.1 Sites de Soins Communautaires ayant rapportés dans le délai,7,INFIRMIER,0
21721,B 10.1 Sites de Soins Communautaires fonctionnels,7,INFIRMIER,0
21722,B 10.2 Anciens cas reçus au site,7,INFIRMIER,0
21723,B 10.2 Cas de fièvre dans une zone à risque du paludisme,7,INFIRMIER,0
21724,B 10.2 Contre-référés du CS,7,INFIRMIER,0
21725,B 10.2 Diarrhée,7,INFIRMIER,0
21726,B 10.2 Dont Périmetre brachial sur la bande rouge - Malnutrition,7,INFIRMIER,0
21727,B 10.2 Dont positifs - Cas de fièvre,7,INFIRMIER,0
21728,B 10.2 Dont traités selon la politique nationale - Cas de fièvre,7,INFIRMIER,0
21729,B 10.2 Dont traités selon la politique nationale - Diarrhée,7,INFIRMIER,0
21730,B 10.2 Dont traités selon la politique nationale - Pneumonie,7,INFIRMIER,0
21731,B 10.2 Malnutrition,7,INFIRMIER,0
21732,B 10.2 Nouveaux cas reçus au site,7,INFIRMIER,0
21733,B 10.2 Pneumonie,7,INFIRMIER,0
21734,B 10.2 Référés vers CS,7,INFIRMIER,0
21735,B 10.2 Signe de danger/alerte & cas à orienter,7,INFIRMIER,0
21736,B 10.2 TDRs réalisés - Cas de fièvre,7,INFIRMIER,0
21737,B 10.2 Toux ou Rhume,7,INFIRMIER,0
21738,B 11.1 Admissions débuts du mois (report mois précèdent),7,INFIRMIER,0
21739,B 11.1Autres entrées,7,INFIRMIER,0
21740,B 11.1 NA avec oedemes,7,INFIRMIER,0
21741,B 11.1 NA Rechutes,7,INFIRMIER,0
21742,B 11.1 PT< -3 DS ou PB < 115 mm avec complication,7,INFIRMIER,0
21743,B 11.2 Abandons,7,INFIRMIER,0
21744,B 11.2 Décès,7,INFIRMIER,0
21745,B 11.2 Guéris,7,INFIRMIER,0
21746,B 11.2 Non répondants,7,INFIRMIER,0
21747,B 11.2 Référés à l'UNTI,7,INFIRMIER,0
21748,B 11.2 Transferés vers autre UNTA,7,INFIRMIER,0
21749,B 11.3 MAM Dépistées à l 'UNS,7,INFIRMIER,0
21750,B 11.3 MAM transférées de l'UNTA/UNTI,7,INFIRMIER,0
21751,B 11.4 Abandons,7,INFIRMIER,0
21752,B 11.4 Décès,7,INFIRMIER,0
21753,B 11.4 Déchargés guéris,7,INFIRMIER,0
21754,B 11.4 Référés UNTA,7,INFIRMIER,0
21755,B 11.5 Femmes allaitantes malnutries (PB<230),7,INFIRMIER,0
21756,B 11.5 Femmes enceintes malnutries (PB<230),7,INFIRMIER,0
21757,"B 11.5 PVVIH malnutris (IMC<18,5)",7,INFIRMIER,0
21758,"B 11.5 Tuberculeux malnutris (IMC<18,5)",7,INFIRMIER,0
21759,B 6.1 BCG diluants - administré,7,INFIRMIER,0
21760,B 6.1 BCG diluants - jours de rupture de stock,7,INFIRMIER,0
21761,B 6.1 BCG diluants - perdu,7,INFIRMIER,0
21762,B 6.1 BCG diluants - reçu au cours du mois,7,INFIRMIER,0
21763,B 6.1 BCG diluants - stock début du mois,7,INFIRMIER,0
21764,B 6.1 BCG diluants - utilisé,7,INFIRMIER,0
21765,B 6.1 BCG doses - administré,7,INFIRMIER,0
21766,B 6.1 BCG doses - jours de rupture de stock,7,INFIRMIER,0
21767,B 6.1 BCG doses - perdu,7,INFIRMIER,0
21768,B 6.1 BCG doses - reçu au cours du mois,7,INFIRMIER,0
21769,B 6.1 BCG doses - stock début du mois,7,INFIRMIER,0
21770,B 6.1 BCG doses - utilisé,7,INFIRMIER,0
21771,B 6.1 DTC-HepB-Hib doses - administré,7,INFIRMIER,0
21772,B 6.1 DTC-HepB-Hib doses - jours de rupture de stock,7,INFIRMIER,0
21773,B 6.1 DTC-HepB-Hib doses - perdu,7,INFIRMIER,0
21774,B 6.1 DTC-HepB-Hib doses - reçu au cours du mois,7,INFIRMIER,0
21775,B 6.1 DTC-HepB-Hib doses - stock début du mois,7,INFIRMIER,0
21776,B 6.1 DTC-HepB-Hib doses - utilisé,7,INFIRMIER,0
21777,B 6.1 Pétrole (litres) - administré,7,INFIRMIER,0
21778,B 6.1 Pétrole (litres) - jours de rupture de stock,7,INFIRMIER,0
21779,B 6.1 Pétrole (litres) - perdu,7,INFIRMIER,0
21780,B 6.1 Pétrole (litres) - reçu au cours du mois,7,INFIRMIER,0
21781,B 6.1 Pétrole (litres) - stock début du mois,7,INFIRMIER,0
21782,B 6.1 Pétrole (litres) - utilisé,7,INFIRMIER,0
21783,B 6.1 PNEUMO doses - administré,7,INFIRMIER,0
21784,B 6.1 PNEUMO doses - jours de rupture de stock,7,INFIRMIER,0
21785,B 6.1 PNEUMO doses - perdu,7,INFIRMIER,0
21786,B 6.1 PNEUMO doses - reçu au cours du mois,7,INFIRMIER,0
21787,B 6.1 PNEUMO doses - stock début du mois,7,INFIRMIER,0
21788,B 6.1 PNEUMO doses - utilisé,7,INFIRMIER,0
21789,B 6.1 Réceptacles (Unité) - administré,7,INFIRMIER,0
21790,B 6.1 Réceptacles (Unité) - jours de rupture de stock,7,INFIRMIER,0
